# tildes-es.tsv — mapa de restauración de tildes (generado, NO editar a mano)
# Generador: scripts/gen-tildes.ts  |  Regla: entra solo si la forma sin
# tilde NO es palabra española válida y la restauración es única.
# Fuente: RLA-ES via LibreOffice/dictionaries (MPL 1.1)
# es_ES.dic sha256=6975dddec3d5d2c676069537bc67b4b5f786c65c5d4cf6703a82acf779ac9ec1
# es_ES.aff sha256=e73a9bf8e1383f4986a5dc9e2fbed49371c0c61f511c626d15586bd433c1cad9
# pares=157895
abaca	abacá
puntualizariais	puntualizaríais
puntualizariamos	puntualizaríamos
puntualizarian	puntualizarían
puntualizarias	puntualizarías
puntualizasemos	puntualizásemos
puntuan	puntúan
puntuandose	puntuándose
puntuaramos	puntuáramos
puntuaria	puntuaría
puntuariais	puntuaríais
puntuariamos	puntuaríamos
puntuarian	puntuarían
puntuarias	puntuarías
puntuas	puntúas
puntuasemos	puntuásemos
puntueis	puntuéis
puntuen	puntúen
puntues	puntúes
punzabamos	punzábamos
punzais	punzáis
punzandose	punzándose
punzaramos	punzáramos
punzaria	punzaría
punzariais	punzaríais
punzariamos	punzaríamos
punzarian	punzarían
punzarias	punzarías
punzasemos	punzásemos
punzon	punzón
punzos	punzós
pupabamos	pupábamos
pupais	pupáis
pupandose	pupándose
puparamos	pupáramos
puparia	puparía
pupariais	puparíais
pupariamos	puparíamos
puparian	puparían
puparias	puparías
pupasemos	pupásemos
pupeis	pupéis
pure	puré
pureabamos	pureábamos
pureais	pureáis
pureandose	pureándose
purearamos	pureáramos
purearia	purearía
pureariais	purearíais
pureariamos	purearíamos
purearian	purearían
purearias	purearías
pureasemos	pureásemos
pureeis	pureéis
pures	purés
purgabamos	purgábamos
purgais	purgáis
purgandose	purgándose
purgaramos	purgáramos
purgaria	purgaría
purgariais	purgaríais
purgariamos	purgaríamos
purgarian	purgarían
purgarias	purgarías
purgasemos	purgásemos
purgueis	purguéis
purificabamos	purificábamos
purificacion	purificación
purificais	purificáis
purificandose	purificándose
purificaramos	purificáramos
purificaria	purificaría
purificariais	purificaríais
purificariamos	purificaríamos
purificarian	purificarían
purificarias	purificarías
purificasemos	purificásemos
purifiqueis	purifiquéis
purpurabamos	purpurábamos
purpurais	purpuráis
purpurandose	purpurándose
purpuraramos	purpuráramos
purpuraria	purpuraría
purpurariais	purpuraríais
purpurariamos	purpuraríamos
purpurarian	purpurarían
purpurarias	purpurarías
purpurasemos	purpurásemos
purpureabamos	purpureábamos
purpureais	purpureáis
purpureandose	purpureándose
purpurearamos	purpureáramos
purpurearia	purpurearía
purpureariais	purpurearíais
purpureariamos	purpurearíamos
purpurearian	purpurearían
purpurearias	purpurearías
purpureasemos	purpureásemos
purpureeis	purpureéis
purpureis	purpuréis
purpureos	purpúreos
purrais	purráis
purri	purrí
purria	purría
purriais	purríais
purriamos	purríamos
purrian	purrían
purrias	purrías
purriendose	purriéndose
purrieramos	purriéramos
purrieremos	purriéremos
purriesemos	purriésemos
purrio	purrió
purrira	purrirá
purriran	purrirán
purriras	purrirás
purrire	purriré
purrireis	purriréis
purriria	purriría
purririais	purriríais
purririamos	purriríamos
purririan	purrirían
purririas	purrirías
purris	purrís
pusieramos	pusiéramos
pusieremos	pusiéremos
pusiesemos	pusiésemos
pusilanime	pusilánime
pusilanimes	pusilánimes
pustula	pústula
pustulas	pústulas
putañeabamos	putañeábamos
putañeais	putañeáis
putañeandose	putañeándose
putañearamos	putañeáramos
putañearia	putañearía
putañeariais	putañearíais
putañeariamos	putañearíamos
putañearian	putañearían
putañearias	putañearías
putañeasemos	putañeásemos
putañeeis	putañeéis
puteabamos	puteábamos
puteais	puteáis
puteandose	puteándose
putearamos	puteáramos
putearia	putearía
puteariais	putearíais
puteariamos	putearíamos
putearian	putearían
putearias	putearías
puteasemos	puteásemos
puteeis	puteéis
puterio	puterío
puterios	puteríos
puton	putón
putrefaccion	putrefacción
putrida	pútrida
putridas	pútridas
putrido	pútrido
putridos	pútridos
quebrabamos	quebrábamos
quebrais	quebráis
quebrajabamos	quebrajábamos
quebrajais	quebrajáis
quebrajandose	quebrajándose
quebrajaramos	quebrajáramos
quebrajaria	quebrajaría
quebrajariais	quebrajaríais
quebrajariamos	quebrajaríamos
quebrajarian	quebrajarían
quebrajarias	quebrajarías
quebrajasemos	quebrajásemos
quebrajeis	quebrajéis
quebrandose	quebrándose
quebrantabamos	quebrantábamos
quebrantais	quebrantáis
quebrantandose	quebrantándose
quebrantaramos	quebrantáramos
quebrantaria	quebrantaría
quebrantariais	quebrantaríais
quebrantariamos	quebrantaríamos
quebrantarian	quebrantarían
quebrantarias	quebrantarías
quebrantasemos	quebrantásemos
quebranteis	quebrantéis
quebraramos	quebráramos
quebraria	quebraría
quebrariais	quebraríais
quebrariamos	quebraríamos
quebrarian	quebrarían
quebrarias	quebrarías
quebrasemos	quebrásemos
quebre	quebré
quebreis	quebréis
quebro	quebró
quedabamos	quedábamos
quedais	quedáis
quedandole	quedándole
quedandoles	quedándoles
quedandome	quedándome
quedandonos	quedándonos
quedandoos	quedándoos
quedandose	quedándose
quedandote	quedándote
quedaramos	quedáramos
quedaria	quedaría
quedariais	quedaríais
quedariamos	quedaríamos
quedarian	quedarían
quedarias	quedarías
quedarmela	quedármela
quedarmelas	quedármelas
quedarmelo	quedármelo
quedarmelos	quedármelos
quedarnosla	quedárnosla
quedarnoslas	quedárnoslas
quedarnoslo	quedárnoslo
quedarnoslos	quedárnoslos
quedarosla	quedárosla
quedaroslas	quedároslas
quedaroslo	quedároslo
quedaroslos	quedároslos
quedarsela	quedársela
quedarselas	quedárselas
quedarselo	quedárselo
quedarselos	quedárselos
quedartela	quedártela
quedartelas	quedártelas
quedartelo	quedártelo
quedartelos	quedártelos
quedasemos	quedásemos
quedate	quédate
quedeis	quedéis
quedemela	quédemela
quedemelas	quédemelas
quedemelo	quédemelo
quedemelos	quédemelos
quedemonos	quedémonos
quedenmela	quédenmela
quedenmelas	quédenmelas
quedenmelo	quédenmelo
quedenmelos	quédenmelos
quedennosla	quédennosla
quedennoslas	quédennoslas
quedennoslo	quédennoslo
quedennoslos	quédennoslos
quedenosla	quédenosla
quedenoslas	quédenoslas
quedenoslo	quédenoslo
quedenoslos	quédenoslos
quedense	quédense
quedensela	quédensela
quedenselas	quédenselas
quedenselo	quédenselo
quedenselos	quédenselos
quedese	quédese
quedesela	quédesela
quedeselas	quédeselas
quedeselo	quédeselo
quedeselos	quédeselos
quejabamos	quejábamos
quejais	quejáis
quejandome	quejándome
quejandonos	quejándonos
quejandoos	quejándoos
quejandose	quejándose
quejandote	quejándote
quejaramos	quejáramos
quejaria	quejaría
quejariais	quejaríais
quejariamos	quejaríamos
quejarian	quejarían
quejarias	quejarías
quejasemos	quejásemos
quejate	quéjate
quejeis	quejéis
quejemonos	quejémonos
quejense	quéjense
quejese	quéjese
quejumbrabamos	quejumbrábamos
quejumbrais	quejumbráis
quejumbrandose	quejumbrándose
quejumbraramos	quejumbráramos
quejumbraria	quejumbraría
quejumbrariais	quejumbraríais
quejumbrariamos	quejumbraríamos
quejumbrarian	quejumbrarían
quejumbrarias	quejumbrarías
quejumbrasemos	quejumbrásemos
quejumbreis	quejumbréis
quemabamos	quemábamos
quemais	quemáis
quemala	quémala
quemalas	quémalas
quemalo	quémalo
quemalos	quémalos
quemandola	quemándola
quemandolas	quemándolas
quemandolo	quemándolo
quemandolos	quemándolos
quemandome	quemándome
quemandonos	quemándonos
quemandoos	quemándoos
quemandose	quemándose
quemandote	quemándote
quemaramos	quemáramos
quemaria	quemaría
quemariais	quemaríais
quemariamos	quemaríamos
quemarian	quemarían
quemarias	quemarías
quemasemos	quemásemos
quemazon	quemazón
quemeis	queméis
quemela	quémela
quemelas	quémelas
quemelo	quémelo
quemelos	quémelos
quemenla	quémenla
quemenlas	quémenlas
quemenlo	quémenlo
quemenlos	quémenlos
quenopodiacea	quenopodiácea
quenopodiaceas	quenopodiáceas
quenopodiaceo	quenopodiáceo
quenopodiaceos	quenopodiáceos
quepais	quepáis
querais	queráis
quereis	queréis
querellabamos	querellábamos
querellais	querelláis
querellandose	querellándose
querellaramos	querelláramos
querellaria	querellaría
querellariais	querellaríais
querellariamos	querellaríamos
querellarian	querellarían
querellarias	querellarías
querellasemos	querellásemos
querelleis	querelléis
queria	quería
queriais	queríais
queriamos	queríamos
querian	querían
querias	querías
queriendola	queriéndola
queriendolas	queriéndolas
queriendole	queriéndole
queriendoles	queriéndoles
queriendolo	queriéndolo
queriendolos	queriéndolos
queriendome	queriéndome
queriendomela	queriéndomela
queriendomelas	queriéndomelas
queriendomelo	queriéndomelo
queriendomelos	queriéndomelos
queriendonos	queriéndonos
queriendonosla	queriéndonosla
queriendonoslas	queriéndonoslas
queriendonoslo	queriéndonoslo
queriendonoslos	queriéndonoslos
queriendoos	queriéndoos
queriendoosla	queriéndoosla
queriendooslas	queriéndooslas
queriendooslo	queriéndooslo
queriendooslos	queriéndooslos
queriendose	queriéndose
queriendosela	queriéndosela
queriendoselas	queriéndoselas
queriendoselo	queriéndoselo
queriendoselos	queriéndoselos
queriendote	queriéndote
queriendotela	queriéndotela
queriendotelas	queriéndotelas
queriendotelo	queriéndotelo
queriendotelos	queriéndotelos
querochabamos	querochábamos
querochais	querocháis
querochandose	querochándose
querocharamos	querocháramos
querocharia	querocharía
querochariais	querocharíais
querochariamos	querocharíamos
querocharian	querocharían
querocharias	querocharías
querochasemos	querochásemos
querocheis	querochéis
querra	querrá
querran	querrán
querras	querrás
querre	querré
querreis	querréis
querria	querría
querriais	querríais
querriamos	querríamos
querrian	querrían
querrias	querrías
querubica	querúbica
querubicas	querúbicas
querubico	querúbico
querubicos	querúbicos
querubin	querubín
ques	qués
queseabamos	queseábamos
queseais	queseáis
queseandose	queseándose
quesearamos	queseáramos
quesearia	quesearía
queseariais	quesearíais
queseariamos	quesearíamos
quesearian	quesearían
quesearias	quesearías
queseasemos	queseásemos
queseeis	queseéis
queseria	quesería
queserias	queserías
quias	quías
quiche	quiché
quiches	quichés
quierala	quiérala
quieralas	quiéralas
quieralo	quiéralo
quieralos	quiéralos
quieranla	quiéranla
quieranlas	quiéranlas
quieranlo	quiéranlo
quieranlos	quiéranlos
quierela	quiérela
quierelas	quiérelas
quierelo	quiérelo
quierelos	quiérelos
quiereme	quiéreme
quierenos	quiérenos
quietabamos	quietábamos
quietais	quietáis
quietandose	quietándose
quietaramos	quietáramos
quietaria	quietaría
quietariais	quietaríais
quietariamos	quietaríamos
quietarian	quietarían
quietarias	quietarías
quietasemos	quietásemos
quieteis	quietéis
quijoteria	quijotería
quijoterias	quijoterías
quilatabamos	quilatábamos
quilatais	quilatáis
quilatandose	quilatándose
quilataramos	quilatáramos
quilataria	quilataría
quilatariais	quilataríais
quilatariamos	quilataríamos
quilatarian	quilatarían
quilatarias	quilatarías
quilatasemos	quilatásemos
quilateis	quilatéis
quilifera	quilífera
quiliferas	quilíferas
quilifero	quilífero
quiliferos	quilíferos
quilificabamos	quilificábamos
quilificais	quilificáis
quilificandose	quilificándose
quilificaramos	quilificáramos
quilificaria	quilificaría
quilificariais	quilificaríais
quilificariamos	quilificaríamos
quilificarian	quilificarían
quilificarias	quilificarías
quilificasemos	quilificásemos
quilifiqueis	quilifiquéis
quillotrabamos	quillotrábamos
quillotrais	quillotráis
quillotrandose	quillotrándose
quillotraramos	quillotráramos
quillotraria	quillotraría
quillotrariais	quillotraríais
quillotrariamos	quillotraríamos
quillotrarian	quillotrarían
quillotrarias	quillotrarías
quillotrasemos	quillotrásemos
quillotreis	quillotréis
quimereabamos	quimereábamos
quimereais	quimereáis
quimereandose	quimereándose
quimerearamos	quimereáramos
quimerearia	quimerearía
quimereariais	quimerearíais
quimereariamos	quimerearíamos
quimerearian	quimerearían
quimerearias	quimerearías
quimereasemos	quimereásemos
quimereeis	quimereéis
quimerica	quimérica
quimericas	quiméricas
quimericeis	quimericéis
quimerico	quimérico
quimericos	quiméricos
quimerizabamos	quimerizábamos
quimerizais	quimerizáis
quimerizandose	quimerizándose
quimerizaramos	quimerizáramos
quimerizaria	quimerizaría
quimerizariais	quimerizaríais
quimerizariamos	quimerizaríamos
quimerizarian	quimerizarían
quimerizarias	quimerizarías
quimerizasemos	quimerizásemos
quimica	química
quimicamente	químicamente
quimicas	químicas
quimico	químico
quimicos	químicos
quimificabamos	quimificábamos
quimificais	quimificáis
quimificandose	quimificándose
quimificaramos	quimificáramos
quimificaria	quimificaría
quimificariais	quimificaríais
quimificariamos	quimificaríamos
quimificarian	quimificarían
quimificarias	quimificarías
quimificasemos	quimificásemos
quimifiqueis	quimifiquéis
quincalleria	quincallería
quincallerias	quincallerías
quincuagesima	quincuagésima
quincuagesimas	quincuagésimas
quincuagesimo	quincuagésimo
quincuagesimos	quincuagésimos
quincuagesimoseptima	quincuagesimoséptima
quincuagesimoseptimas	quincuagesimoséptimas
quincuagesimoseptimo	quincuagesimoséptimo
quincuagesimoseptimos	quincuagesimoséptimos
quingombo	quingombó
quingombos	quingombós
quinoleabamos	quinoleábamos
quinoleais	quinoleáis
quinoleandose	quinoleándose
quinolearamos	quinoleáramos
quinolearia	quinolearía
quinoleariais	quinolearíais
quinoleariamos	quinolearíamos
quinolearian	quinolearían
quinolearias	quinolearías
quinoleasemos	quinoleásemos
quinoleeis	quinoleéis
quintabamos	quintábamos
quintaesenciabamos	quintaesenciábamos
quintaesenciais	quintaesenciáis
quintaesenciandose	quintaesenciándose
quintaesenciaramos	quintaesenciáramos
quintaesenciaria	quintaesenciaría
quintaesenciariais	quintaesenciaríais
quintaesenciariamos	quintaesenciaríamos
quintaesenciarian	quintaesenciarían
quintaesenciarias	quintaesenciarías
quintaesenciasemos	quintaesenciásemos
quintaesencieis	quintaesenciéis
quintais	quintáis
quintandose	quintándose
quintaramos	quintáramos
quintaria	quintaría
quintariais	quintaríais
quintariamos	quintaríamos
quintarian	quintarían
quintarias	quintarías
quintasemos	quintásemos
quinteis	quintéis
quintin	quintín
quintuple	quíntuple
quintuples	quíntuples
quintuplicabamos	quintuplicábamos
quintuplicais	quintuplicáis
quintuplicandose	quintuplicándose
quintuplicaramos	quintuplicáramos
quintuplicaria	quintuplicaría
quintuplicariais	quintuplicaríais
quintuplicariamos	quintuplicaríamos
quintuplicarian	quintuplicarían
quintuplicarias	quintuplicarías
quintuplicasemos	quintuplicásemos
quintupliqueis	quintupliquéis
quio	quío
quios	quíos
quirofano	quirófano
quirofanos	quirófanos
quirografa	quirógrafa
quirografas	quirógrafas
quirografo	quirógrafo
quirografos	quirógrafos
quiropractica	quiropráctica
quiropracticas	quiroprácticas
quiropractico	quiropráctico
quiropracticos	quiroprácticos
quiroptero	quiróptero
quiropteros	quirópteros
quirurgica	quirúrgica
quirurgicamente	quirúrgicamente
quirurgicas	quirúrgicas
quirurgico	quirúrgico
quirurgicos	quirúrgicos
quisieramos	quisiéramos
quisieremos	quisiéremos
quisiesemos	quisiésemos
quistabamos	quistábamos
quistais	quistáis
quistandose	quistándose
quistaramos	quistáramos
quistaria	quistaría
quistariais	quistaríais
quistariamos	quistaríamos
quistarian	quistarían
quistarias	quistarías
quistasemos	quistásemos
quisteis	quistéis
quitabamos	quitábamos
quitais	quitáis
quitandole	quitándole
quitandoles	quitándoles
quitandome	quitándome
quitandonos	quitándonos
quitandoos	quitándoos
quitandose	quitándose
quitandote	quitándote
quitaramos	quitáramos
quitaria	quitaría
quitariais	quitaríais
quitariamos	quitaríamos
quitarian	quitarían
quitarias	quitarías
quitarmela	quitármela
quitarmelas	quitármelas
quitarmelo	quitármelo
quitarmelos	quitármelos
quitarnosla	quitárnosla
quitarnoslas	quitárnoslas
quitarnoslo	quitárnoslo
quitarnoslos	quitárnoslos
quitarosla	quitárosla
quitaroslas	quitároslas
quitaroslo	quitároslo
quitaroslos	quitároslos
quitarsela	quitársela
quitarselas	quitárselas
quitarselo	quitárselo
quitarselos	quitárselos
quitartela	quitártela
quitartelas	quitártelas
quitartelo	quitártelo
quitartelos	quitártelos
quitasemos	quitásemos
quitate	quítate
quiteis	quitéis
quitemonos	quitémonos
quitense	quítense
quitese	quítese
quiton	quitón
quitrin	quitrín
quiza	quizá
quizas	quizás
rabadan	rabadán
rabano	rábano
rabanos	rábanos
rabeabamos	rabeábamos
rabeais	rabeáis
rabeandose	rabeándose
rabearamos	rabeáramos
rabearia	rabearía
rabeariais	rabearíais
rabeariamos	rabearíamos
rabearian	rabearían
rabearias	rabearías
rabeasemos	rabeásemos
rabeeis	rabeéis
rabi	rabí
rabiabamos	rabiábamos
rabiais	rabiáis
rabiandose	rabiándose
rabiaramos	rabiáramos
rabiaria	rabiaría
rabiariais	rabiaríais
rabiariamos	rabiaríamos
rabiarian	rabiarían
rabiarias	rabiarías
rabiasemos	rabiásemos
rabiatabamos	rabiatábamos
rabiatais	rabiatáis
rabiatandose	rabiatándose
rabiataramos	rabiatáramos
rabiataria	rabiataría
rabiatariais	rabiataríais
rabiatariamos	rabiataríamos
rabiatarian	rabiatarían
rabiatarias	rabiatarías
rabiatasemos	rabiatásemos
rabiateis	rabiatéis
rabida	rábida
rabidas	rábidas
rabido	rábido
rabidos	rábidos
rabieis	rabiéis
rabilabamos	rabilábamos
rabilais	rabiláis
rabilandose	rabilándose
rabilaramos	rabiláramos
rabilaria	rabilaría
rabilariais	rabilaríais
rabilariamos	rabilaríamos
rabilarian	rabilarían
rabilarias	rabilarías
rabilasemos	rabilásemos
rabileis	rabiléis
rabinica	rabínica
rabinicas	rabínicas
rabinico	rabínico
rabinicos	rabínicos
rabion	rabión
rabis	rabís
rabon	rabón
raboseabamos	raboseábamos
raboseais	raboseáis
raboseandose	raboseándose
rabosearamos	raboseáramos
rabosearia	rabosearía
raboseariais	rabosearíais
raboseariamos	rabosearíamos
rabosearian	rabosearían
rabosearias	rabosearías
raboseasemos	raboseásemos
raboseeis	raboseéis
raboteabamos	raboteábamos
raboteais	raboteáis
raboteandose	raboteándose
rabotearamos	raboteáramos
rabotearia	rabotearía
raboteariais	rabotearíais
raboteariamos	rabotearíamos
rabotearian	rabotearían
rabotearias	rabotearías
raboteasemos	raboteásemos
raboteeis	raboteéis
rabula	rábula
rabulas	rábulas
racaneabamos	racaneábamos
racaneais	racaneáis
racaneandose	racaneándose
racanearamos	racaneáramos
racanearia	racanearía
racaneariais	racanearíais
racaneariamos	racanearíamos
racanearian	racanearían
racanearias	racanearías
racaneasemos	racaneásemos
racaneeis	racaneéis
rachabamos	rachábamos
rachais	racháis
rachandose	rachándose
racharamos	racháramos
racharia	racharía
rachariais	racharíais
rachariamos	racharíamos
racharian	racharían
racharias	racharías
rachasemos	rachásemos
racheabamos	racheábamos
racheais	racheáis
racheandose	racheándose
rachearamos	racheáramos
rachearia	rachearía
racheariais	rachearíais
racheariamos	rachearíamos
rachearian	rachearían
rachearias	rachearías
racheasemos	racheásemos
racheeis	racheéis
racheis	rachéis
racimabamos	racimábamos
racimais	racimáis
racimandose	racimándose
racimaramos	racimáramos
racimaria	racimaría
racimariais	racimaríais
racimariamos	racimaríamos
racimarian	racimarían
racimarias	racimarías
racimasemos	racimásemos
racimeis	raciméis
raciocinabamos	raciocinábamos
raciocinais	raciocináis
raciocinandose	raciocinándose
raciocinaramos	raciocináramos
raciocinaria	raciocinaría
raciocinariais	raciocinaríais
raciocinariamos	raciocinaríamos
raciocinarian	raciocinarían
raciocinarias	raciocinarías
raciocinasemos	raciocinásemos
raciocineis	raciocinéis
racion	ración
racionabamos	racionábamos
racionais	racionáis
racionaliceis	racionalicéis
racionalizabamos	racionalizábamos
racionalizacion	racionalización
racionalizais	racionalizáis
racionalizandola	racionalizándola
racionalizandolas	racionalizándolas
racionalizandolo	racionalizándolo
racionalizandolos	racionalizándolos
racionalizandose	racionalizándose
racionalizaramos	racionalizáramos
racionalizaria	racionalizaría
racionalizariais	racionalizaríais
racionalizariamos	racionalizaríamos
racionalizarian	racionalizarían
racionalizarias	racionalizarías
racionalizasemos	racionalizásemos
racionandose	racionándose
racionaramos	racionáramos
racionaria	racionaría
racionariais	racionaríais
racionariamos	racionaríamos
racionarian	racionarían
racionarias	racionarías
racionasemos	racionásemos
racioneis	racionéis
radiabamos	radiábamos
radiacion	radiación
radiais	radiáis
radiandose	radiándose
radiaramos	radiáramos
radiaria	radiaría
radiariais	radiaríais
radiariamos	radiaríamos
radiarian	radiarían
radiarias	radiarías
radiasemos	radiásemos
radicabamos	radicábamos
radicacion	radicación
radicais	radicáis
radicaliceis	radicalicéis
radicalizabamos	radicalizábamos
radicalizacion	radicalización
radicalizais	radicalizáis
radicalizandola	radicalizándola
radicalizandolas	radicalizándolas
radicalizandolo	radicalizándolo
radicalizandolos	radicalizándolos
radicalizandose	radicalizándose
radicalizaramos	radicalizáramos
radicalizaria	radicalizaría
radicalizariais	radicalizaríais
radicalizariamos	radicalizaríamos
radicalizarian	radicalizarían
radicalizarias	radicalizarías
radicalizasemos	radicalizásemos
radicandose	radicándose
radicaramos	radicáramos
radicaria	radicaría
radicariais	radicaríais
radicariamos	radicaríamos
radicarian	radicarían
radicarias	radicarías
radicasemos	radicásemos
radieis	radiéis
radioastronomia	radioastronomía
radioastronomica	radioastronómica
radioastronomicas	radioastronómicas
radioastronomico	radioastronómico
radioastronomicos	radioastronómicos
radiocomunicacion	radiocomunicación
radiodifundais	radiodifundáis
radiodifundi	radiodifundí
radiodifundia	radiodifundía
radiodifundiais	radiodifundíais
radiodifundiamos	radiodifundíamos
radiodifundian	radiodifundían
radiodifundias	radiodifundías
radiodifundiendose	radiodifundiéndose
radiodifundieramos	radiodifundiéramos
radiodifundieremos	radiodifundiéremos
radiodifundiesemos	radiodifundiésemos
radiodifundio	radiodifundió
radiodifundira	radiodifundirá
radiodifundiran	radiodifundirán
radiodifundiras	radiodifundirás
radiodifundire	radiodifundiré
radiodifundireis	radiodifundiréis
radiodifundiria	radiodifundiría
radiodifundiriais	radiodifundiríais
radiodifundiriamos	radiodifundiríamos
radiodifundirian	radiodifundirían
radiodifundirias	radiodifundirías
radiodifundis	radiodifundís
radiodifusion	radiodifusión
radioelectrica	radioeléctrica
radioelectricas	radioeléctricas
radioelectrico	radioeléctrico
radioelectricos	radioeléctricos
radiofonica	radiofónica
radiofonicas	radiofónicas
radiofonico	radiofónico
radiofonicos	radiofónicos
radiografia	radiografía
radiografiabamos	radiografiábamos
radiografiais	radiografiáis
radiografian	radiografían
radiografiandose	radiografiándose
radiografiaramos	radiografiáramos
radiografiaria	radiografiaría
radiografiariais	radiografiaríais
radiografiariamos	radiografiaríamos
radiografiarian	radiografiarían
radiografiarias	radiografiarías
radiografias	radiografías
radiografiasemos	radiografiásemos
radiografica	radiográfica
radiograficas	radiográficas
radiografico	radiográfico
radiograficos	radiográficos
radiografieis	radiografiéis
radiografien	radiografíen
radiografies	radiografíes
radioisotopo	radioisótopo
radioisotopos	radioisótopos
radiologia	radiología
radiologias	radiologías
radiologica	radiológica
radiologicas	radiológicas
radiologico	radiológico
radiologicos	radiológicos
radioscopica	radioscópica
radioscopicas	radioscópicas
radioscopico	radioscópico
radioscopicos	radioscópicos
radiotelefonia	radiotelefonía
radiotelefonias	radiotelefonías
radiotelefonica	radiotelefónica
radiotelefonicas	radiotelefónicas
radiotelefonico	radiotelefónico
radiotelefonicos	radiotelefónicos
radiotelegrafia	radiotelegrafía
radiotelegrafiabamos	radiotelegrafiábamos
radiotelegrafiais	radiotelegrafiáis
radiotelegrafian	radiotelegrafían
radiotelegrafiandose	radiotelegrafiándose
radiotelegrafiaramos	radiotelegrafiáramos
radiotelegrafiaria	radiotelegrafiaría
radiotelegrafiariais	radiotelegrafiaríais
radiotelegrafiariamos	radiotelegrafiaríamos
radiotelegrafiarian	radiotelegrafiarían
radiotelegrafiarias	radiotelegrafiarías
radiotelegrafias	radiotelegrafías
radiotelegrafiasemos	radiotelegrafiásemos
radiotelegrafieis	radiotelegrafiéis
radiotelegrafien	radiotelegrafíen
radiotelegrafies	radiotelegrafíes
radiqueis	radiquéis
radon	radón
raeis	raéis
raera	raerá
raeran	raerán
raeras	raerás
raere	raeré
raereis	raeréis
raeria	raería
raeriais	raeríais
raeriamos	raeríamos
raerian	raerían
raerias	raerías
rafaga	ráfaga
rafagas	ráfagas
rafeabamos	rafeábamos
rafeais	rafeáis
rafeandose	rafeándose
rafearamos	rafeáramos
rafearia	rafearía
rafeariais	rafearíais
rafeariamos	rafearíamos
rafearian	rafearían
rafearias	rafearías
rafeasemos	rafeásemos
rafeeis	rafeéis
rai	raí
raia	raía
raiais	raíais
raiamos	raíamos
raian	raían
raias	raías
raices	raíces
raida	raída
raidas	raídas
raido	raído
raidos	raídos
raigais	raigáis
rail	raíl
railes	raíles
raimos	raímos
raiste	raíste
raisteis	raísteis
raiz	raíz
rajabamos	rajábamos
rajais	rajáis
rajandole	rajándole
rajandoles	rajándoles
rajandose	rajándose
rajaramos	rajáramos
rajaria	rajaría
rajariais	rajaríais
rajariamos	rajaríamos
rajarian	rajarían
rajarias	rajarías
rajarmela	rajármela
rajarmelas	rajármelas
rajarmelo	rajármelo
rajarmelos	rajármelos
rajarnosla	rajárnosla
rajarnoslas	rajárnoslas
rajarnoslo	rajárnoslo
rajarnoslos	rajárnoslos
rajarosla	rajárosla
rajaroslas	rajároslas
rajaroslo	rajároslo
rajaroslos	rajároslos
rajarsela	rajársela
rajarselas	rajárselas
rajarselo	rajárselo
rajarselos	rajárselos
rajartela	rajártela
rajartelas	rajártelas
rajartelo	rajártelo
rajartelos	rajártelos
rajasemos	rajásemos
rajeis	rajéis
ralbabamos	ralbábamos
ralbais	ralbáis
ralbandose	ralbándose
ralbaramos	ralbáramos
ralbaria	ralbaría
ralbariais	ralbaríais
ralbariamos	ralbaríamos
ralbarian	ralbarían
ralbarias	ralbarías
ralbasemos	ralbásemos
ralbeis	ralbéis
raleabamos	raleábamos
raleais	raleáis
raleandose	raleándose
ralearamos	raleáramos
ralearia	ralearía
raleariais	ralearíais
raleariamos	ralearíamos
ralearian	ralearían
ralearias	ralearías
raleasemos	raleásemos
raleeis	raleéis
ralenticeis	ralenticéis
ralentizabamos	ralentizábamos
ralentizacion	ralentización
ralentizais	ralentizáis
ralentizandose	ralentizándose
ralentizaramos	ralentizáramos
ralentizaria	ralentizaría
ralentizariais	ralentizaríais
ralentizariamos	ralentizaríamos
ralentizarian	ralentizarían
ralentizarias	ralentizarías
ralentizasemos	ralentizásemos
rallabamos	rallábamos
rallais	ralláis
rallandose	rallándose
rallaramos	ralláramos
rallaria	rallaría
rallariais	rallaríais
rallariamos	rallaríamos
rallarian	rallarían
rallarias	rallarías
rallasemos	rallásemos
ralleis	ralléis
ramadan	ramadán
ramaleabamos	ramaleábamos
ramaleais	ramaleáis
ramaleandose	ramaleándose
ramalearamos	ramaleáramos
ramalearia	ramalearía
ramaleariais	ramalearíais
ramaleariamos	ramalearíamos
ramalearian	ramalearían
ramalearias	ramalearías
ramaleasemos	ramaleásemos
ramaleeis	ramaleéis
ramificabamos	ramificábamos
ramificacion	ramificación
ramificais	ramificáis
ramificandose	ramificándose
ramificaramos	ramificáramos
ramificaria	ramificaría
ramificariais	ramificaríais
ramificariamos	ramificaríamos
ramificarian	ramificarían
ramificarias	ramificarías
ramificasemos	ramificásemos
ramifiqueis	ramifiquéis
ramirez	ramírez
ramon	ramón
ramoneabamos	ramoneábamos
ramoneais	ramoneáis
ramoneandose	ramoneándose
ramonearamos	ramoneáramos
ramonearia	ramonearía
ramoneariais	ramonearíais
ramoneariamos	ramonearíamos
ramonearian	ramonearían
ramonearias	ramonearías
ramoneasemos	ramoneásemos
ramoneeis	ramoneéis
rampabamos	rampábamos
rampais	rampáis
rampandose	rampándose
ramparamos	rampáramos
ramparia	ramparía
rampariais	ramparíais
rampariamos	ramparíamos
